normalized_name,normalized_province,geometry_id,province,province_code
valvestino,brescia,017194,Brescia,17
vanzaghello,milano,015249,Milano,215
vanzago,milano,015229,Milano,215
vaprio d adda,milano,015230,Milano,215
varano borghi,varese,012132,Varese,12
varedo,monza e brianza,108045,Monza e Brianza,108
varenna,lecco,097084,Lecco,97
varese,varese,012133,Varese,12
varzi,pavia,018171,Pavia,18
vedano al lambro,monza e brianza,108046,Monza e Brianza,108
vedano olona,varese,012134,Varese,12
vedeseta,bergamo,016230,Bergamo,16
veduggio con colzano,monza e brianza,108047,Monza e Brianza,108
veleso,como,013236,Como,13
velezzo lomellina,pavia,018172,Pavia,18
vellezzo bellini,pavia,018173,Pavia,18
venegono inferiore,varese,012136,Varese,12
venegono superiore,varese,012137,Varese,12
veniano,como,013238,Como,13
verano brianza,monza e brianza,108048,Monza e Brianza,108
vercana,como,013239,Como,13
verceia,sondrio,014075,Sondrio,14
vercurago,lecco,097086,Lecco,97
verdellino,bergamo,016232,Bergamo,16
verdello,bergamo,016233,Bergamo,16
verderio,lecco,097091,Lecco,97
vergiate,varese,012138,Varese,12
vermezzo con zelo,milano,015251,Milano,215
vernate,milano,015236,Milano,215
verolanuova,brescia,017195,Brescia,17
verolavecchia,brescia,017196,Brescia,17
verretto,pavia,018174,Pavia,18
verrua po,pavia,018175,Pavia,18
vertemate con minoprio,como,013242,Como,13
vertova,bergamo,016234,Bergamo,16
vervio,sondrio,014076,Sondrio,14
vescovato,cremona,019113,Cremona,19
vestone,brescia,017197,Brescia,17
vezza d oglio,brescia,017198,Brescia,17
viadana,mantova,020066,Mantova,20
viadanica,bergamo,016235,Bergamo,16
vidigulfo,pavia,018176,Pavia,18
vigana2,lecco,097090,Lecco,97
vigano san martino,bergamo,016236,Bergamo,16
vigevano,pavia,018177,Pavia,18
viggia1,varese,012139,Varese,12
vignate,milano,015237,Milano,215
vigolo,bergamo,016237,Bergamo,16
villa biscossi,pavia,018178,Pavia,18
villa carcina,brescia,017199,Brescia,17
villa cortese,milano,015248,Milano,215
villa d adda,bergamo,016238,Bergamo,16
villa d alma,bergamo,016239,Bergamo,16
villa d ogna,bergamo,016241,Bergamo,16
villa di chiavenna,sondrio,014077,Sondrio,14
villa di serio,bergamo,016240,Bergamo,16
villa di tirano,sondrio,014078,Sondrio,14
villa guardia,como,013245,Como,13
villachiara,brescia,017200,Brescia,17
villanova d ardenghi,pavia,018179,Pavia,18
villanova del sillaro,lodi,098060,Lodi,98
villanterio,pavia,018180,Pavia,18
villanuova sul clisi,brescia,017201,Brescia,17
villasanta,monza e brianza,108049,Monza e Brianza,108
villimpenta,mantova,020068,Mantova,20
villongo,bergamo,016242,Bergamo,16
vilminore di scalve,bergamo,016243,Bergamo,16
vimercate,monza e brianza,108050,Monza e Brianza,108
vimodrone,milano,015242,Milano,215
vione,brescia,017202,Brescia,17
visano,brescia,017203,Brescia,17
vistarino,pavia,018181,Pavia,18
vittuone,milano,015243,Milano,215
vizzola ticino,varese,012140,Varese,12
vizzolo predabissi,milano,015244,Milano,215
vobarno,brescia,017204,Brescia,17
voghera,pavia,018182,Pavia,18
volongo,cremona,019114,Cremona,19
volpara,pavia,018183,Pavia,18
volta mantovana,mantova,020070,Mantova,20
voltido,cremona,019115,Cremona,19
zandobbio,bergamo,016244,Bergamo,16
zanica,bergamo,016245,Bergamo,16
zavattarello,pavia,018184,Pavia,18
zeccone,pavia,018185,Pavia,18
zelbio,como,013246,Como,13
zelo buon persico,lodi,098061,Lodi,98
zeme,pavia,018186,Pavia,18
zenevredo,pavia,018187,Pavia,18
zerbo,pavia,018188,Pavia,18
zerbola2,pavia,018189,Pavia,18
zibido san giacomo,milano,015247,Milano,215
zinasco,pavia,018190,Pavia,18
zogno,bergamo,016246,Bergamo,16
zone,brescia,017205,Brescia,17
